Region/Country/Area,,Year,Series,Value
434,Libya,2005,"Infant mortality for both sexes (per 1,000 live births)",21.462
434,Libya,2005,"Maternal mortality ratio (deaths per 100,000 population)",10.9281
434,Libya,2005,Life expectancy at birth for both sexes (years),71.259
434,Libya,2005,Life expectancy at birth for males (years),69.55
434,Libya,2005,Life expectancy at birth for females (years),73.25
434,Libya,2010,Population annual rate of increase (percent),1.331
434,Libya,2010,Total fertility rate (children per women),2.5
434,Libya,2010,"Infant mortality for both sexes (per 1,000 live births)",17.581
434,Libya,2010,"Maternal mortality ratio (deaths per 100,000 population)",8.5548
434,Libya,2010,Life expectancy at birth for both sexes (years),72.335
434,Libya,2010,Life expectancy at birth for males (years),70.14
434,Libya,2010,Life expectancy at birth for females (years),74.86
434,Libya,2015,Population annual rate of increase (percent),0.7
434,Libya,2015,Total fertility rate (children per women),2.45
434,Libya,2015,"Infant mortality for both sexes (per 1,000 live births)",12.959
434,Libya,2015,"Maternal mortality ratio (deaths per 100,000 population)",9.3314
434,Libya,2015,Life expectancy at birth for both sexes (years),71.736
434,Libya,2015,Life expectancy at birth for males (years),68.87
434,Libya,2015,Life expectancy at birth for females (years),74.93
438,Liechtenstein,2005,Population annual rate of increase (percent),0.922
438,Liechtenstein,2005,Total fertility rate (children per women),1.51
438,Liechtenstein,2010,Population annual rate of increase (percent),0.652
438,Liechtenstein,2010,Total fertility rate (children per women),1.402
438,Liechtenstein,2012,Total fertility rate (children per women),1.507
438,Liechtenstein,2015,Population annual rate of increase (percent),0.761
440,Lithuania,2005,Population annual rate of increase (percent),-0.921
440,Lithuania,2005,Total fertility rate (children per women),1.2782
440,Lithuania,2005,"Infant mortality for both sexes (per 1,000 live births)",7.663
440,Lithuania,2005,"Maternal mortality ratio (deaths per 100,000 population)",12.4169
440,Lithuania,2005,Life expectancy at birth for both sexes (years),71.639
440,Lithuania,2005,Life expectancy at birth for males (years),65.74
440,Lithuania,2005,Life expectancy at birth for females (years),77.54
440,Lithuania,2010,Population annual rate of increase (percent),-1.364
440,Lithuania,2010,Total fertility rate (children per women),1.4174
440,Lithuania,2010,"Infant mortality for both sexes (per 1,000 live births)",5.967
440,Lithuania,2010,"Maternal mortality ratio (deaths per 100,000 population)",9.3516
440,Lithuania,2010,Life expectancy at birth for both sexes (years),71.865
440,Lithuania,2010,Life expectancy at birth for males (years),65.98
440,Lithuania,2010,Life expectancy at birth for females (years),77.8
440,Lithuania,2015,Population annual rate of increase (percent),-1.268
440,Lithuania,2015,Total fertility rate (children per women),1.594
440,Lithuania,2015,"Infant mortality for both sexes (per 1,000 live births)",4.364
440,Lithuania,2015,"Maternal mortality ratio (deaths per 100,000 population)",9.9091
440,Lithuania,2015,Life expectancy at birth for both sexes (years),73.994
440,Lithuania,2015,Life expectancy at birth for males (years),68.47
440,Lithuania,2015,Life expectancy at birth for females (years),79.33
442,Luxembourg,2005,Population annual rate of increase (percent),0.973
442,Luxembourg,2005,Total fertility rate (children per women),1.654
442,Luxembourg,2005,"Infant mortality for both sexes (per 1,000 live births)",4.959
442,Luxembourg,2005,"Maternal mortality ratio (deaths per 100,000 population)",12.7585
442,Luxembourg,2005,Life expectancy at birth for both sexes (years),78.315
442,Luxembourg,2005,Life expectancy at birth for males (years),75.13
442,Luxembourg,2005,Life expectancy at birth for females (years),81.37
442,Luxembourg,2010,Population annual rate of increase (percent),2.075
442,Luxembourg,2010,Total fertility rate (children per women),1.6206
442,Luxembourg,2010,"Infant mortality for both sexes (per 1,000 live births)",2.329
442,Luxembourg,2010,"Maternal mortality ratio (deaths per 100,000 population)",11.3882
442,Luxembourg,2010,Life expectancy at birth for both sexes (years),79.505
442,Luxembourg,2010,Life expectancy at birth for males (years),76.73
442,Luxembourg,2010,Life expectancy at birth for females (years),82.17
442,Luxembourg,2015,Population annual rate of increase (percent),2.193
442,Luxembourg,2015,Total fertility rate (children per women),1.5462
442,Luxembourg,2015,"Infant mortality for both sexes (per 1,000 live births)",3.414
442,Luxembourg,2015,"Maternal mortality ratio (deaths per 100,000 population)",9.6978
442,Luxembourg,2015,Life expectancy at birth for both sexes (years),81.145
442,Luxembourg,2015,Life expectancy at birth for males (years),78.76
442,Luxembourg,2015,Life expectancy at birth for females (years),83.45
450,Madagascar,2005,Population annual rate of increase (percent),3.02
450,Madagascar,2005,Total fertility rate (children per women),5.278
450,Madagascar,2005,"Infant mortality for both sexes (per 1,000 live births)",57.973
450,Madagascar,2005,"Maternal mortality ratio (deaths per 100,000 population)",507.8923
450,Madagascar,2005,Life expectancy at birth for both sexes (years),60.025
450,Madagascar,2005,Life expectancy at birth for males (years),58.81
450,Madagascar,2005,Life expectancy at birth for females (years),61.26
450,Madagascar,2010,Population annual rate of increase (percent),2.856
450,Madagascar,2010,Total fertility rate (children per women),4.83
450,Madagascar,2010,"Infant mortality for both sexes (per 1,000 live births)",45.489
450,Madagascar,2010,"Maternal mortality ratio (deaths per 100,000 population)",436.3941
450,Madagascar,2010,Life expectancy at birth for both sexes (years),62.228
450,Madagascar,2010,Life expectancy at birth for males (years),60.81
450,Madagascar,2010,Life expectancy at birth for females (years),63.66
450,Madagascar,2015,Population annual rate of increase (percent),2.721
450,Madagascar,2015,Total fertility rate (children per women),4.4
450,Madagascar,2015,"Infant mortality for both sexes (per 1,000 live births)",36.766
450,Madagascar,2015,"Maternal mortality ratio (deaths per 100,000 population)",352.8615
450,Madagascar,2015,Life expectancy at birth for both sexes (years),64.505
450,Madagascar,2015,Life expectancy at birth for males (years),63.02
450,Madagascar,2015,Life expectancy at birth for females (years),66
454,Malawi,2005,Population annual rate of increase (percent),2.489
454,Malawi,2005,Total fertility rate (children per women),6
454,Malawi,2005,"Infant mortality for both sexes (per 1,000 live births)",86.936
454,Malawi,2005,"Maternal mortality ratio (deaths per 100,000 population)",647.5148
454,Malawi,2005,Life expectancy at birth for both sexes (years),45.607
454,Malawi,2005,Life expectancy at birth for males (years),43.41
454,Malawi,2005,Life expectancy at birth for females (years),48.04
454,Malawi,2010,Population annual rate of increase (percent),2.822
454,Malawi,2010,Total fertility rate (children per women),5.73
454,Malawi,2010,"Infant mortality for both sexes (per 1,000 live births)",68.427
454,Malawi,2010,"Maternal mortality ratio (deaths per 100,000 population)",629.2265
454,Malawi,2010,Life expectancy at birth for both sexes (years),51.314
454,Malawi,2010,Life expectancy at birth for males (years),48.74
454,Malawi,2010,Life expectancy at birth for females (years),54.02
454,Malawi,2015,Population annual rate of increase (percent),2.825
454,Malawi,2015,Total fertility rate (children per women),4.88
454,Malawi,2015,"Infant mortality for both sexes (per 1,000 live births)",52.552
454,Malawi,2015,"Maternal mortality ratio (deaths per 100,000 population)",634.1224
454,Malawi,2015,Life expectancy at birth for both sexes (years),59.559
454,Malawi,2015,Life expectancy at birth for males (years),56.64
454,Malawi,2015,Life expectancy at birth for females (years),62.51
458,Malaysia,2005,Population annual rate of increase (percent),2.044
458,Malaysia,2005,Total fertility rate (children per women),2.4545
458,Malaysia,2005,"Infant mortality for both sexes (per 1,000 live births)",7.622
458,Malaysia,2005,"Maternal mortality ratio (deaths per 100,000 population)",51.775
458,Malaysia,2005,Life expectancy at birth for both sexes (years),73.085
458,Malaysia,2005,Life expectancy at birth for males (years),71.03
458,Malaysia,2005,Life expectancy at birth for females (years),75.35
458,Malaysia,2010,Population annual rate of increase (percent),1.87
458,Malaysia,2010,Total fertility rate (children per women),2.216
458,Malaysia,2010,"Infant mortality for both sexes (per 1,000 live births)",6.992
458,Malaysia,2010,"Maternal mortality ratio (deaths per 100,000 population)",48.2481
458,Malaysia,2010,Life expectancy at birth for both sexes (years),74.026
458,Malaysia,2010,Life expectancy at birth for males (years),72.01
458,Malaysia,2010,Life expectancy at birth for females (years),76.27
458,Malaysia,2015,Population annual rate of increase (percent),1.412
458,Malaysia,2015,Total fertility rate (children per women),2.1059
458,Malaysia,2015,"Infant mortality for both sexes (per 1,000 live births)",6.421
458,Malaysia,2015,"Maternal mortality ratio (deaths per 100,000 population)",39.81
458,Malaysia,2015,Life expectancy at birth for both sexes (years),74.962
458,Malaysia,2015,Life expectancy at birth for males (years),72.99
458,Malaysia,2015,Life expectancy at birth for females (years),77.19
462,Maldives,2005,Population annual rate of increase (percent),2.689
462,Maldives,2005,Total fertility rate (children per women),2.4
462,Maldives,2005,"Infant mortality for both sexes (per 1,000 live births)",26.618
462,Maldives,2005,"Maternal mortality ratio (deaths per 100,000 population)",101.2191
462,Maldives,2005,Life expectancy at birth for both sexes (years),72.091
462,Maldives,2005,Life expectancy at birth for males (years),71.09
462,Maldives,2005,Life expectancy at birth for females (years),73.33
462,Maldives,2010,Population annual rate of increase (percent),2.696
462,Maldives,2010,Total fertility rate (children per women),2.2881
462,Maldives,2010,"Infant mortality for both sexes (per 1,000 live births)",14.764
462,Maldives,2010,"Maternal mortality ratio (deaths per 100,000 population)",87.4443
462,Maldives,2010,Life expectancy at birth for both sexes (years),74.813
462,Maldives,2010,Life expectancy at birth for males (years),73.73
462,Maldives,2010,Life expectancy at birth for females (years),76.15
462,Maldives,2015,Population annual rate of increase (percent),4.364
462,Maldives,2015,Total fertility rate (children per women),2.1127
462,Maldives,2015,"Infant mortality for both sexes (per 1,000 live births)",8.95
462,Maldives,2015,"Maternal mortality ratio (deaths per 100,000 population)",67.682
462,Maldives,2015,Life expectancy at birth for both sexes (years),76.821
462,Maldives,2015,Life expectancy at birth for males (years),75.52
462,Maldives,2015,Life expectancy at birth for females (years),78.45
466,Mali,2005,Population annual rate of increase (percent),3.09
466,Mali,2005,Total fertility rate (children per women),6.85
466,Mali,2005,"Infant mortality for both sexes (per 1,000 live births)",106.529
466,Mali,2005,"Maternal mortality ratio (deaths per 100,000 population)",714.4386
466,Mali,2005,Life expectancy at birth for both sexes (years),49.959
466,Mali,2005,Life expectancy at birth for males (years),49.32
466,Mali,2005,Life expectancy at birth for females (years),50.6
466,Mali,2010,Population annual rate of increase (percent),3.276
466,Mali,2010,Total fertility rate (children per women),6.7
466,Mali,2010,"Infant mortality for both sexes (per 1,000 live births)",89.063
466,Mali,2010,"Maternal mortality ratio (deaths per 100,000 population)",630.2669
466,Mali,2010,Life expectancy at birth for both sexes (years),54.024
466,Mali,2010,Life expectancy at birth for males (years),53.39
466,Mali,2010,Life expectancy at birth for females (years),54.65
466,Mali,2015,Population annual rate of increase (percent),2.947
466,Mali,2015,Total fertility rate (children per women),6.35
466,Mali,2015,"Infant mortality for both sexes (per 1,000 live births)",78.465
466,Mali,2015,"Maternal mortality ratio (deaths per 100,000 population)",587.0765
466,Mali,2015,Life expectancy at birth for both sexes (years),56.235
466,Mali,2015,Life expectancy at birth for males (years),55.59
466,Mali,2015,Life expectancy at birth for females (years),56.87
470,Malta,2005,Population annual rate of increase (percent),0.552
470,Malta,2005,Total fertility rate (children per women),1.474
470,Malta,2005,"Infant mortality for both sexes (per 1,000 live births)",5.708
470,Malta,2005,"Maternal mortality ratio (deaths per 100,000 population)",12.7804
470,Malta,2005,Life expectancy at birth for both sexes (years),79.47
470,Malta,2005,Life expectancy at birth for males (years),77.18
470,Malta,2005,Life expectancy at birth for females (years),81.61
470,Malta,2010,Population annual rate of increase (percent),0.469
470,Malta,2010,Total fertility rate (children per women),1.393
470,Malta,2010,"Infant mortality for both sexes (per 1,000 live births)",5.59
470,Malta,2010,"Maternal mortality ratio (deaths per 100,000 population)",11.1625
470,Malta,2010,Life expectancy at birth for both sexes (years),80.293
470,Malta,2010,Life expectancy at birth for males (years),78.07
470,Malta,2010,Life expectancy at birth for females (years),82.39
470,Malta,2015,Population annual rate of increase (percent),0.911
470,Malta,2015,Total fertility rate (children per women),1.395
470,Malta,2015,"Infant mortality for both sexes (per 1,000 live births)",5.494
470,Malta,2015,"Maternal mortality ratio (deaths per 100,000 population)",8.7807
470,Malta,2015,Life expectancy at birth for both sexes (years),81.446
470,Malta,2015,Life expectancy at birth for males (years),79.41
470,Malta,2015,Life expectancy at birth for females (years),83.35
584,Marshall Islands,2004,Life expectancy at birth for males (years),67
584,Marshall Islands,2004,Life expectancy at birth for females (years),70.6
584,Marshall Islands,2005,Population annual rate of increase (percent),-0.04
584,Marshall Islands,2010,Population annual rate of increase (percent),0.142
584,Marshall Islands,2011,Total fertility rate (children per women),4.1
584,Marshall Islands,2011,"Infant mortality for both sexes (per 1,000 live births)",25.4
584,Marshall Islands,2011,Life expectancy at birth for both sexes (years),71.8
584,Marshall Islands,2011,Life expectancy at birth for males (years),71.3
584,Marshall Islands,2011,Life expectancy at birth for females (years),72.5
584,Marshall Islands,2015,Population annual rate of increase (percent),0.214
474,Martinique,2005,Population annual rate of increase (percent),0.519
474,Martinique,2005,Total fertility rate (children per women),1.926
474,Martinique,2005,"Infant mortality for both sexes (per 1,000 live births)",8.5
474,Martinique,2005,Life expectancy at birth for both sexes (years),78.944
474,Martinique,2005,Life expectancy at birth for males (years),75.47
474,Martinique,2005,Life expectancy at birth for females (years),82.18
474,Martinique,2010,Population annual rate of increase (percent),-0.128
474,Martinique,2010,Total fertility rate (children per women),2.04
474,Martinique,2010,"Infant mortality for both sexes (per 1,000 live births)",7.565
474,Martinique,2010,Life expectancy at birth for both sexes (years),80.106
474,Martinique,2010,Life expectancy at birth for males (years),76.7
474,Martinique,2010,Life expectancy at birth for females (years),83.21
474,Martinique,2015,Population annual rate of increase (percent),-0.837
474,Martinique,2015,Total fertility rate (children per women),1.975
474,Martinique,2015,"Infant mortality for both sexes (per 1,000 live births)",6.425
474,Martinique,2015,Life expectancy at birth for both sexes (years),81.203
474,Martinique,2015,Life expectancy at birth for males (years),77.79
474,Martinique,2015,Life expectancy at birth for females (years),84.36
478,Mauritania,2005,Population annual rate of increase (percent),2.792
478,Mauritania,2005,Total fertility rate (children per women),5.302
478,Mauritania,2005,"Infant mortality for both sexes (per 1,000 live births)",69.203
478,Mauritania,2005,"Maternal mortality ratio (deaths per 100,000 population)",750.0141
478,Mauritania,2005,Life expectancy at birth for both sexes (years),60.935
478,Mauritania,2005,Life expectancy at birth for males (years),59.05
478,Mauritania,2005,Life expectancy at birth for females (years),62.77
478,Mauritania,2010,Population annual rate of increase (percent),2.889
478,Mauritania,2010,Total fertility rate (children per women),5.07
478,Mauritania,2010,"Infant mortality for both sexes (per 1,000 live births)",65.572
478,Mauritania,2010,"Maternal mortality ratio (deaths per 100,000 population)",722.8495
478,Mauritania,2010,Life expectancy at birth for both sexes (years),61.906
478,Mauritania,2010,Life expectancy at birth for males (years),60.07
478,Mauritania,2010,Life expectancy at birth for females (years),63.68
478,Mauritania,2015,Population annual rate of increase (percent),2.934
478,Mauritania,2015,Total fertility rate (children per women),4.88
478,Mauritania,2015,"Infant mortality for both sexes (per 1,000 live births)",58.863
478,Mauritania,2015,"Maternal mortality ratio (deaths per 100,000 population)",601.5852
478,Mauritania,2015,Life expectancy at birth for both sexes (years),63.214
478,Mauritania,2015,Life expectancy at birth for males (years),61.43
478,Mauritania,2015,Life expectancy at birth for females (years),64.95
480,Mauritius,2005,Population annual rate of increase (percent),0.613
480,Mauritius,2005,Total fertility rate (children per women),1.9335
480,Mauritius,2005,"Infant mortality for both sexes (per 1,000 live births)",13.347
480,Mauritius,2005,"Maternal mortality ratio (deaths per 100,000 population)",39.1335
480,Mauritius,2005,Life expectancy at birth for both sexes (years),72.089
480,Mauritius,2005,Life expectancy at birth for males (years),68.85
480,Mauritius,2005,Life expectancy at birth for females (years),75.45
480,Mauritius,2010,Population annual rate of increase (percent),0.42
480,Mauritius,2010,Total fertility rate (children per women),1.698
480,Mauritius,2010,"Infant mortality for both sexes (per 1,000 live births)",13.213
480,Mauritius,2010,"Maternal mortality ratio (deaths per 100,000 population)",59.0625
480,Mauritius,2010,Life expectancy at birth for both sexes (years),72.761
480,Mauritius,2010,Life expectancy at birth for males (years),69.39
480,Mauritius,2010,Life expectancy at birth for females (years),76.25
480,Mauritius,2015,Population annual rate of increase (percent),0.184
480,Mauritius,2015,Total fertility rate (children per women),1.4859
480,Mauritius,2015,"Infant mortality for both sexes (per 1,000 live births)",11.959
480,Mauritius,2015,"Maternal mortality ratio (deaths per 100,000 population)",53.358
480,Mauritius,2015,Life expectancy at birth for both sexes (years),74.145
480,Mauritius,2015,Life expectancy at birth for males (years),70.67
480,Mauritius,2015,Life expectancy at birth for females (years),77.74
175,Mayotte,2005,Population annual rate of increase (percent),3.391
175,Mayotte,2005,Total fertility rate (children per women),4.8
175,Mayotte,2005,"Infant mortality for both sexes (per 1,000 live births)",7.619
175,Mayotte,2005,Life expectancy at birth for both sexes (years),76.467
175,Mayotte,2005,Life expectancy at birth for males (years),72.97
175,Mayotte,2005,Life expectancy at birth for females (years),80.56
175,Mayotte,2010,Population annual rate of increase (percent),3.173
175,Mayotte,2010,Total fertility rate (children per women),4.6
175,Mayotte,2010,"Infant mortality for both sexes (per 1,000 live births)",5.634
175,Mayotte,2010,Life expectancy at birth for both sexes (years),77.953
175,Mayotte,2010,Life expectancy at birth for males (years),74.47
175,Mayotte,2010,Life expectancy at birth for females (years),81.87
175,Mayotte,2015,Population annual rate of increase (percent),2.794
175,Mayotte,2015,Total fertility rate (children per women),4.1
175,Mayotte,2015,"Infant mortality for both sexes (per 1,000 live births)",4.195
175,Mayotte,2015,Life expectancy at birth for both sexes (years),79.338
175,Mayotte,2015,Life expectancy at birth for males (years),76.04
175,Mayotte,2015,Life expectancy at birth for females (years),82.9
484,Mexico,2005,Population annual rate of increase (percent),1.388
484,Mexico,2005,Total fertility rate (children per women),2.61
484,Mexico,2005,"Infant mortality for both sexes (per 1,000 live births)",20.12
484,Mexico,2005,"Maternal mortality ratio (deaths per 100,000 population)",53.5177
484,Mexico,2005,Life expectancy at birth for both sexes (years),75.111
484,Mexico,2005,Life expectancy at birth for males (years),72.46
484,Mexico,2005,Life expectancy at birth for females (years),77.74
484,Mexico,2010,Population annual rate of increase (percent),1.471
484,Mexico,2010,Total fertility rate (children per women),2.4
484,Mexico,2010,"Infant mortality for both sexes (per 1,000 live births)",17.144
484,Mexico,2010,"Maternal mortality ratio (deaths per 100,000 population)",45.371
484,Mexico,2010,Life expectancy at birth for both sexes (years),75.182
484,Mexico,2010,Life expectancy at birth for males (years),72.35
484,Mexico,2010,Life expectancy at birth for females (years),77.99
484,Mexico,2015,Population annual rate of increase (percent),1.317
484,Mexico,2015,Total fertility rate (children per women),2.29
484,Mexico,2015,"Infant mortality for both sexes (per 1,000 live births)",15.162
484,Mexico,2015,"Maternal mortality ratio (deaths per 100,000 population)",37.8481
484,Mexico,2015,Life expectancy at birth for both sexes (years),74.935
484,Mexico,2015,Life expectancy at birth for males (years),71.95
484,Mexico,2015,Life expectancy at birth for females (years),77.91
583,Micronesia (Fed. States of),2005,Population annual rate of increase (percent),-0.239
583,Micronesia (Fed. States of),2005,Total fertility rate (children per women),4.05
583,Micronesia (Fed. States of),2005,"Infant mortality for both sexes (per 1,000 live births)",39.812
583,Micronesia (Fed. States of),2005,"Maternal mortality ratio (deaths per 100,000 population)",134.0635
583,Micronesia (Fed. States of),2005,Life expectancy at birth for both sexes (years),64.978
583,Micronesia (Fed. States of),2005,Life expectancy at birth for males (years),63.43
583,Micronesia (Fed. States of),2005,Life expectancy at birth for females (years),66.62
583,Micronesia (Fed. States of),2010,Population annual rate of increase (percent),-0.616
583,Micronesia (Fed. States of),2010,Total fertility rate (children per women),3.622
583,Micronesia (Fed. States of),2010,"Infant mortality for both sexes (per 1,000 live births)",34.953
583,Micronesia (Fed. States of),2010,"Maternal mortality ratio (deaths per 100,000 population)",114.5142
583,Micronesia (Fed. States of),2010,Life expectancy at birth for both sexes (years),66.02
583,Micronesia (Fed. States of),2010,Life expectancy at birth for males (years),64.45
583,Micronesia (Fed. States of),2010,Life expectancy at birth for females (years),67.67
583,Micronesia (Fed. States of),2015,Population annual rate of increase (percent),1.13
583,Micronesia (Fed. States of),2015,Total fertility rate (children per women),3.3255
583,Micronesia (Fed. States of),2015,"Infant mortality for both sexes (per 1,000 live births)",30.28
583,Micronesia (Fed. States of),2015,"Maternal mortality ratio (deaths per 100,000 population)",99.5741
583,Micronesia (Fed. States of),2015,Life expectancy at birth for both sexes (years),66.887
583,Micronesia (Fed. States of),2015,Life expectancy at birth for males (years),65.25
583,Micronesia (Fed. States of),2015,Life expectancy at birth for females (years),68.59
492,Monaco,2005,Population annual rate of increase (percent),1.044
492,Monaco,2010,Population annual rate of increase (percent),1.857
492,Monaco,2015,Population annual rate of increase (percent),0.646
496,Mongolia,2005,Population annual rate of increase (percent),1.048
496,Mongolia,2005,Total fertility rate (children per women),2.0759
496,Mongolia,2005,"Infant mortality for both sexes (per 1,000 live births)",40.768
496,Mongolia,2005,"Maternal mortality ratio (deaths per 100,000 population)",94.5198
496,Mongolia,2005,Life expectancy at birth for both sexes (years),64.078
496,Mongolia,2005,Life expectancy at birth for males (years),60.77
496,Mongolia,2005,Life expectancy at birth for females (years),67.74
496,Mongolia,2010,Population annual rate of increase (percent),1.476
496,Mongolia,2010,Total fertility rate (children per women),2.3965
496,Mongolia,2010,"Infant mortality for both sexes (per 1,000 live births)",30.507
496,Mongolia,2010,"Maternal mortality ratio (deaths per 100,000 population)",63.0268
496,Mongolia,2010,Life expectancy at birth for both sexes (years),66.139
496,Mongolia,2010,Life expectancy at birth for males (years),62.36
496,Mongolia,2010,Life expectancy at birth for females (years),70.27
496,Mongolia,2015,Population annual rate of increase (percent),1.95
496,Mongolia,2015,Total fertility rate (children per women),2.8396
496,Mongolia,2015,"Infant mortality for both sexes (per 1,000 live births)",22.788
496,Mongolia,2015,"Maternal mortality ratio (deaths per 100,000 population)",43.9547
496,Mongolia,2015,Life expectancy at birth for both sexes (years),68.468
496,Mongolia,2015,Life expectancy at birth for males (years),64.52
496,Mongolia,2015,Life expectancy at birth for females (years),72.7
499,Montenegro,2005,Population annual rate of increase (percent),0.092
499,Montenegro,2005,Total fertility rate (children per women),1.8536
499,Montenegro,2005,"Infant mortality for both sexes (per 1,000 live births)",11.574
499,Montenegro,2005,"Maternal mortality ratio (deaths per 100,000 population)",9.4006
499,Montenegro,2005,Life expectancy at birth for both sexes (years),73.386
499,Montenegro,2005,Life expectancy at birth for males (years),70.62
499,Montenegro,2005,Life expectancy at birth for females (years),76.19
499,Montenegro,2010,Population annual rate of increase (percent),0.254
499,Montenegro,2010,Total fertility rate (children per women),1.82
499,Montenegro,2010,"Infant mortality for both sexes (per 1,000 live births)",10.897
499,Montenegro,2010,"Maternal mortality ratio (deaths per 100,000 population)",8.0319
499,Montenegro,2010,Life expectancy at birth for both sexes (years),74.19
499,Montenegro,2010,Life expectancy at birth for males (years),71.87
499,Montenegro,2010,Life expectancy at birth for females (years),76.47
499,Montenegro,2015,Population annual rate of increase (percent),0.086
499,Montenegro,2015,Total fertility rate (children per women),1.7103
499,Montenegro,2015,"Infant mortality for both sexes (per 1,000 live births)",4.271
499,Montenegro,2015,"Maternal mortality ratio (deaths per 100,000 population)",7.1585
499,Montenegro,2015,Life expectancy at birth for both sexes (years),76.083
499,Montenegro,2015,Life expectancy at birth for males (years),73.62
499,Montenegro,2015,Life expectancy at birth for females (years),78.52
500,Montserrat,2004,Total fertility rate (children per women),1.7129
500,Montserrat,2005,Population annual rate of increase (percent),-0.74
500,Montserrat,2010,Population annual rate of increase (percent),0.724
500,Montserrat,2015,Population annual rate of increase (percent),0.683
504,Morocco,2005,Population annual rate of increase (percent),1.122
504,Morocco,2005,Total fertility rate (children per women),2.67
504,Morocco,2005,"Infant mortality for both sexes (per 1,000 live births)",36.61
504,Morocco,2005,"Maternal mortality ratio (deaths per 100,000 population)",190.1657
504,Morocco,2005,Life expectancy at birth for both sexes (years),69.972
504,Morocco,2005,Life expectancy at birth for males (years),68.49
504,Morocco,2005,Life expectancy at birth for females (years),71.39
504,Morocco,2010,Population annual rate of increase (percent),1.203
504,Morocco,2010,Total fertility rate (children per women),2.53
504,Morocco,2010,"Infant mortality for both sexes (per 1,000 live births)",26.602
504,Morocco,2010,"Maternal mortality ratio (deaths per 100,000 population)",152.6738
504,Morocco,2010,Life expectancy at birth for both sexes (years),73.413
504,Morocco,2010,Life expectancy at birth for males (years),72.06
504,Morocco,2010,Life expectancy at birth for females (years),74.7
504,Morocco,2015,Population annual rate of increase (percent),1.386
504,Morocco,2015,Total fertility rate (children per women),2.6
504,Morocco,2015,"Infant mortality for both sexes (per 1,000 live births)",24.171
504,Morocco,2015,"Maternal mortality ratio (deaths per 100,000 population)",121.3173
504,Morocco,2015,Life expectancy at birth for both sexes (years),75.029
504,Morocco,2015,Life expectancy at birth for males (years),73.7
504,Morocco,2015,Life expectancy at birth for females (years),76.3
508,Mozambique,2005,Population annual rate of increase (percent),2.918
508,Mozambique,2005,Total fertility rate (children per women),5.8
508,Mozambique,2005,"Infant mortality for both sexes (per 1,000 live births)",98.785
508,Mozambique,2005,"Maternal mortality ratio (deaths per 100,000 population)",762.0592
508,Mozambique,2005,Life expectancy at birth for both sexes (years),49.882
508,Mozambique,2005,Life expectancy at birth for males (years),47.75
508,Mozambique,2005,Life expectancy at birth for females (years),51.93
508,Mozambique,2010,Population annual rate of increase (percent),2.764
508,Mozambique,2010,Total fertility rate (children per women),5.537
508,Mozambique,2010,"Infant mortality for both sexes (per 1,000 live births)",78.683
508,Mozambique,2010,"Maternal mortality ratio (deaths per 100,000 population)",619.3548
508,Mozambique,2010,Life expectancy at birth for both sexes (years),51.093
508,Mozambique,2010,Life expectancy at birth for males (years),48.8
508,Mozambique,2010,Life expectancy at birth for females (years),53.29
508,Mozambique,2015,Population annual rate of increase (percent),2.781
508,Mozambique,2015,Total fertility rate (children per women),5.232
508,Mozambique,2015,"Infant mortality for both sexes (per 1,000 live births)",62.782
508,Mozambique,2015,"Maternal mortality ratio (deaths per 100,000 population)",489.1058
508,Mozambique,2015,Life expectancy at birth for both sexes (years),54.209
508,Mozambique,2015,Life expectancy at birth for males (years),51.49
508,Mozambique,2015,Life expectancy at birth for females (years),56.79
104,Myanmar,2005,Population annual rate of increase (percent),0.933
104,Myanmar,2005,Total fertility rate (children per women),2.8
104,Myanmar,2005,"Infant mortality for both sexes (per 1,000 live births)",57.824
104,Myanmar,2005,"Maternal mortality ratio (deaths per 100,000 population)",247.5071
104,Myanmar,2005,Life expectancy at birth for both sexes (years),60.868
104,Myanmar,2005,Life expectancy at birth for males (years),57.86
104,Myanmar,2005,Life expectancy at birth for females (years),63.88
104,Myanmar,2010,Population annual rate of increase (percent),0.663
104,Myanmar,2010,Total fertility rate (children per women),2.5
104,Myanmar,2010,"Infant mortality for both sexes (per 1,000 live births)",51.98
104,Myanmar,2010,"Maternal mortality ratio (deaths per 100,000 population)",204.9231
104,Myanmar,2010,Life expectancy at birth for both sexes (years),62.441
104,Myanmar,2010,Life expectancy at birth for males (years),59.08
104,Myanmar,2010,Life expectancy at birth for females (years),65.81
104,Myanmar,2015,Population annual rate of increase (percent),0.806
104,Myanmar,2015,Total fertility rate (children per women),2.25
104,Myanmar,2015,"Infant mortality for both sexes (per 1,000 live births)",43.662
104,Myanmar,2015,"Maternal mortality ratio (deaths per 100,000 population)",178.4995
104,Myanmar,2015,Life expectancy at birth for both sexes (years),64.679
104,Myanmar,2015,Life expectancy at birth for males (years),61.29
104,Myanmar,2015,Life expectancy at birth for females (years),68.02
516,Namibia,2005,Population annual rate of increase (percent),1.541
516,Namibia,2005,Total fertility rate (children per women),3.5986
516,Namibia,2005,"Infant mortality for both sexes (per 1,000 live births)",51.128
516,Namibia,2005,"Maternal mortality ratio (deaths per 100,000 population)",390.0475
516,Namibia,2005,Life expectancy at birth for both sexes (years),50.638
516,Namibia,2005,Life expectancy at birth for males (years),48.71
516,Namibia,2005,Life expectancy at birth for females (years),52.46
516,Namibia,2010,Population annual rate of increase (percent),1.781
