Region/Country/Area,,Year,Series,Value
320,Guatemala,2017,Expenditure by level of education: pre-primary (as % of government expenditure),12.7251
320,Guatemala,2017,Expenditure by level of education: primary (as % of government expenditure),56.4745
320,Guatemala,2017,Expenditure by level of education: secondary (as % of government expenditure),13.1436
320,Guatemala,2017,Expenditure by level of education: tertiary (as % of government expenditure),13.222
320,Guatemala,2017,Public expenditure on education (% of government expenditure),23.0881
320,Guatemala,2017,Public expenditure on education (% of GDP),2.7954
324,Guinea,2005,Expenditure by level of education: tertiary (as % of government expenditure),30.562
324,Guinea,2005,Public expenditure on education (% of government expenditure),10.9475
324,Guinea,2005,Public expenditure on education (% of GDP),1.8491
324,Guinea,2010,Capital expenditure as % of total expenditure in public institutions (%),7.7066
324,Guinea,2010,Expenditure by level of education: primary (as % of government expenditure),38.9046
324,Guinea,2010,Expenditure by level of education: secondary (as % of government expenditure),24.8582
324,Guinea,2010,Expenditure by level of education: tertiary (as % of government expenditure),36.2372
324,Guinea,2010,Public expenditure on education (% of government expenditure),12.4383
324,Guinea,2010,Public expenditure on education (% of GDP),2.5512
324,Guinea,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.587
324,Guinea,2017,All staff compensation as % of total expenditure in public institutions (%),75.0871
324,Guinea,2017,Capital expenditure as % of total expenditure in public institutions (%),12.326
324,Guinea,2017,Expenditure by level of education: pre-primary (as % of government expenditure),0.0981
324,Guinea,2017,Expenditure by level of education: primary (as % of government expenditure),40.5216
324,Guinea,2017,Expenditure by level of education: secondary (as % of government expenditure),22.6965
324,Guinea,2017,Expenditure by level of education: tertiary (as % of government expenditure),36.6839
324,Guinea,2017,Public expenditure on education (% of government expenditure),13.3768
324,Guinea,2017,Public expenditure on education (% of GDP),2.212
624,Guinea-Bissau,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.4938
624,Guinea-Bissau,2010,All staff compensation as % of total expenditure in public institutions (%),61.4784
624,Guinea-Bissau,2010,Capital expenditure as % of total expenditure in public institutions (%),26.0279
624,Guinea-Bissau,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.67
624,Guinea-Bissau,2010,Expenditure by level of education: primary (as % of government expenditure),46.72
624,Guinea-Bissau,2010,Expenditure by level of education: secondary (as % of government expenditure),46.6663
624,Guinea-Bissau,2010,Expenditure by level of education: tertiary (as % of government expenditure),5.0128
624,Guinea-Bissau,2010,Public expenditure on education (% of government expenditure),9.0692
624,Guinea-Bissau,2010,Public expenditure on education (% of GDP),1.8608
624,Guinea-Bissau,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),0.9372
624,Guinea-Bissau,2013,All staff compensation as % of total expenditure in public institutions (%),48.2941
624,Guinea-Bissau,2013,Capital expenditure as % of total expenditure in public institutions (%),50.7687
624,Guinea-Bissau,2013,Expenditure by level of education: pre-primary (as % of government expenditure),0.7509
624,Guinea-Bissau,2013,Expenditure by level of education: primary (as % of government expenditure),64.4178
624,Guinea-Bissau,2013,Expenditure by level of education: secondary (as % of government expenditure),30.4441
624,Guinea-Bissau,2013,Expenditure by level of education: tertiary (as % of government expenditure),3.8982
624,Guinea-Bissau,2013,Public expenditure on education (% of government expenditure),16.1914
624,Guinea-Bissau,2013,Public expenditure on education (% of GDP),2.1325
328,Guyana,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),37.6007
328,Guyana,2004,All staff compensation as % of total expenditure in public institutions (%),51.7869
328,Guyana,2004,Capital expenditure as % of total expenditure in public institutions (%),10.6124
328,Guyana,2004,Expenditure by level of education: pre-primary (as % of government expenditure),11.5794
328,Guyana,2004,Expenditure by level of education: primary (as % of government expenditure),32.1436
328,Guyana,2004,Expenditure by level of education: secondary (as % of government expenditure),26.4802
328,Guyana,2004,Expenditure by level of education: tertiary (as % of government expenditure),6.2011
328,Guyana,2004,Public expenditure on education (% of government expenditure),11.0807
328,Guyana,2004,Public expenditure on education (% of GDP),5.5262
328,Guyana,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.1313
328,Guyana,2005,All staff compensation as % of total expenditure in public institutions (%),62.2558
328,Guyana,2005,Capital expenditure as % of total expenditure in public institutions (%),14.6129
328,Guyana,2005,Public expenditure on education (% of government expenditure),13.8234
328,Guyana,2005,Public expenditure on education (% of GDP),8.1397
328,Guyana,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),22.8346
328,Guyana,2010,All staff compensation as % of total expenditure in public institutions (%),68.4221
328,Guyana,2010,Capital expenditure as % of total expenditure in public institutions (%),8.7433
328,Guyana,2010,Expenditure by level of education: pre-primary (as % of government expenditure),11.4849
328,Guyana,2010,Expenditure by level of education: primary (as % of government expenditure),29.06
328,Guyana,2010,Expenditure by level of education: secondary (as % of government expenditure),33.4388
328,Guyana,2010,Expenditure by level of education: tertiary (as % of government expenditure),5.2937
328,Guyana,2010,Public expenditure on education (% of government expenditure),11.8387
328,Guyana,2010,Public expenditure on education (% of GDP),3.6386
328,Guyana,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),22.4653
328,Guyana,2012,All staff compensation as % of total expenditure in public institutions (%),62.9212
328,Guyana,2012,Capital expenditure as % of total expenditure in public institutions (%),14.6135
328,Guyana,2012,Expenditure by level of education: pre-primary (as % of government expenditure),11.5674
328,Guyana,2012,Expenditure by level of education: primary (as % of government expenditure),30.5554
328,Guyana,2012,Expenditure by level of education: secondary (as % of government expenditure),33.2507
328,Guyana,2012,Expenditure by level of education: tertiary (as % of government expenditure),5.0622
328,Guyana,2012,Public expenditure on education (% of government expenditure),10.1867
328,Guyana,2012,Public expenditure on education (% of GDP),3.1824
328,Guyana,2017,Public expenditure on education (% of government expenditure),18.2761
328,Guyana,2017,Public expenditure on education (% of GDP),6.2507
332,Haiti,2016,Public expenditure on education (% of government expenditure),13.1307
332,Haiti,2016,Public expenditure on education (% of GDP),2.4496
340,Honduras,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.622
340,Honduras,2013,All staff compensation as % of total expenditure in public institutions (%),79.665
340,Honduras,2013,Capital expenditure as % of total expenditure in public institutions (%),4.713
340,Honduras,2013,Expenditure by level of education: pre-primary (as % of government expenditure),7.3197
340,Honduras,2013,Expenditure by level of education: primary (as % of government expenditure),48.9004
340,Honduras,2013,Expenditure by level of education: secondary (as % of government expenditure),25.2904
340,Honduras,2013,Expenditure by level of education: tertiary (as % of government expenditure),18.4895
340,Honduras,2013,Public expenditure on education (% of government expenditure),19.8641
340,Honduras,2013,Public expenditure on education (% of GDP),5.8749
340,Honduras,2015,Expenditure by level of education: tertiary (as % of government expenditure),13.6922
340,Honduras,2015,Public expenditure on education (% of government expenditure),24.6446
340,Honduras,2015,Public expenditure on education (% of GDP),6.413
340,Honduras,2017,Public expenditure on education (% of government expenditure),22.0249
340,Honduras,2017,Public expenditure on education (% of GDP),5.9561
348,Hungary,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.9934
348,Hungary,2005,All staff compensation as % of total expenditure in public institutions (%),71.6424
348,Hungary,2005,Capital expenditure as % of total expenditure in public institutions (%),7.3642
348,Hungary,2005,Expenditure by level of education: pre-primary (as % of government expenditure),14.1687
348,Hungary,2005,Expenditure by level of education: primary (as % of government expenditure),20.0893
348,Hungary,2005,Expenditure by level of education: secondary (as % of government expenditure),40.3856
348,Hungary,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.8909
348,Hungary,2005,Public expenditure on education (% of government expenditure),10.8006
348,Hungary,2005,Public expenditure on education (% of GDP),5.3284
348,Hungary,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.132
348,Hungary,2010,All staff compensation as % of total expenditure in public institutions (%),62.4985
348,Hungary,2010,Capital expenditure as % of total expenditure in public institutions (%),10.3696
348,Hungary,2010,Expenditure by level of education: pre-primary (as % of government expenditure),14.4133
348,Hungary,2010,Expenditure by level of education: primary (as % of government expenditure),17.8417
348,Hungary,2010,Expenditure by level of education: secondary (as % of government expenditure),40.3003
348,Hungary,2010,Expenditure by level of education: tertiary (as % of government expenditure),20.1109
348,Hungary,2010,Public expenditure on education (% of government expenditure),9.6856
348,Hungary,2010,Public expenditure on education (% of GDP),4.769
348,Hungary,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.3171
348,Hungary,2015,All staff compensation as % of total expenditure in public institutions (%),67.3523
348,Hungary,2015,Capital expenditure as % of total expenditure in public institutions (%),6.3306
348,Hungary,2015,Expenditure by level of education: pre-primary (as % of government expenditure),16.7903
348,Hungary,2015,Expenditure by level of education: primary (as % of government expenditure),16.3961
348,Hungary,2015,Expenditure by level of education: secondary (as % of government expenditure),38.0975
348,Hungary,2015,Expenditure by level of education: tertiary (as % of government expenditure),14.3328
348,Hungary,2015,Public expenditure on education (% of government expenditure),9.1391
348,Hungary,2015,Public expenditure on education (% of GDP),4.5794
352,Iceland,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.6162
352,Iceland,2005,All staff compensation as % of total expenditure in public institutions (%),67.8783
352,Iceland,2005,Capital expenditure as % of total expenditure in public institutions (%),8.5055
352,Iceland,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.678
352,Iceland,2005,Expenditure by level of education: primary (as % of government expenditure),35.0258
352,Iceland,2005,Expenditure by level of education: secondary (as % of government expenditure),33.6492
352,Iceland,2005,Expenditure by level of education: tertiary (as % of government expenditure),19.1299
352,Iceland,2005,Public expenditure on education (% of government expenditure),17.8101
352,Iceland,2005,Public expenditure on education (% of GDP),7.4094
352,Iceland,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.7933
352,Iceland,2010,All staff compensation as % of total expenditure in public institutions (%),72.5692
352,Iceland,2010,Capital expenditure as % of total expenditure in public institutions (%),6.6374
352,Iceland,2010,Expenditure by level of education: pre-primary (as % of government expenditure),9.5636
352,Iceland,2010,Expenditure by level of education: primary (as % of government expenditure),32.3755
352,Iceland,2010,Expenditure by level of education: secondary (as % of government expenditure),31.1504
352,Iceland,2010,Expenditure by level of education: tertiary (as % of government expenditure),21.4637
352,Iceland,2010,Public expenditure on education (% of government expenditure),14.604
352,Iceland,2010,Public expenditure on education (% of GDP),7.1741
352,Iceland,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),29.6568
352,Iceland,2015,All staff compensation as % of total expenditure in public institutions (%),64.8359
352,Iceland,2015,Capital expenditure as % of total expenditure in public institutions (%),5.5073
352,Iceland,2015,Expenditure by level of education: pre-primary (as % of government expenditure),11.5448
352,Iceland,2015,Expenditure by level of education: primary (as % of government expenditure),28.628
352,Iceland,2015,Expenditure by level of education: secondary (as % of government expenditure),28.1298
352,Iceland,2015,Expenditure by level of education: tertiary (as % of government expenditure),18.8888
352,Iceland,2015,Public expenditure on education (% of government expenditure),18.158
352,Iceland,2015,Public expenditure on education (% of GDP),7.7111
356,India,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.9838
356,India,2005,All staff compensation as % of total expenditure in public institutions (%),86.2013
356,India,2005,Capital expenditure as % of total expenditure in public institutions (%),4.815
356,India,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.2794
356,India,2005,Expenditure by level of education: primary (as % of government expenditure),35.5893
356,India,2005,Expenditure by level of education: secondary (as % of government expenditure),42.8884
356,India,2005,Expenditure by level of education: tertiary (as % of government expenditure),19.555
356,India,2005,Public expenditure on education (% of government expenditure),11.2085
356,India,2005,Public expenditure on education (% of GDP),3.2319
356,India,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.0628
356,India,2010,Expenditure by level of education: primary (as % of government expenditure),25.2066
356,India,2010,Expenditure by level of education: secondary (as % of government expenditure),36.9852
356,India,2010,Expenditure by level of education: tertiary (as % of government expenditure),36.0765
356,India,2010,Public expenditure on education (% of government expenditure),11.8337
356,India,2010,Public expenditure on education (% of GDP),3.4235
356,India,2013,Expenditure by level of education: pre-primary (as % of government expenditure),1.5923
356,India,2013,Expenditure by level of education: primary (as % of government expenditure),28.4012
356,India,2013,Expenditure by level of education: secondary (as % of government expenditure),41.3529
356,India,2013,Expenditure by level of education: tertiary (as % of government expenditure),28.5269
356,India,2013,Public expenditure on education (% of government expenditure),14.0502
356,India,2013,Public expenditure on education (% of GDP),3.8447
360,Indonesia,2005,Public expenditure on education (% of government expenditure),15.1488
360,Indonesia,2005,Public expenditure on education (% of GDP),2.8728
360,Indonesia,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),33.5987
360,Indonesia,2010,All staff compensation as % of total expenditure in public institutions (%),54.4538
360,Indonesia,2010,Capital expenditure as % of total expenditure in public institutions (%),11.9475
360,Indonesia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.7087
360,Indonesia,2010,Expenditure by level of education: primary (as % of government expenditure),44.4457
360,Indonesia,2010,Expenditure by level of education: secondary (as % of government expenditure),24.3205
360,Indonesia,2010,Expenditure by level of education: tertiary (as % of government expenditure),16.0536
360,Indonesia,2010,Public expenditure on education (% of government expenditure),16.6542
360,Indonesia,2010,Public expenditure on education (% of GDP),2.8123
360,Indonesia,2014,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.9792
360,Indonesia,2014,All staff compensation as % of total expenditure in public institutions (%),63.3427
360,Indonesia,2014,Capital expenditure as % of total expenditure in public institutions (%),11.6782
360,Indonesia,2014,Expenditure by level of education: pre-primary (as % of government expenditure),1.7552
360,Indonesia,2014,Expenditure by level of education: primary (as % of government expenditure),43.6768
360,Indonesia,2014,Expenditure by level of education: secondary (as % of government expenditure),26.7993
360,Indonesia,2014,Expenditure by level of education: tertiary (as % of government expenditure),15.0528
360,Indonesia,2014,Public expenditure on education (% of government expenditure),17.6715
360,Indonesia,2014,Public expenditure on education (% of GDP),3.288
360,Indonesia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.0617
360,Indonesia,2015,All staff compensation as % of total expenditure in public institutions (%),64.0722
360,Indonesia,2015,Capital expenditure as % of total expenditure in public institutions (%),11.8662
360,Indonesia,2015,Expenditure by level of education: primary (as % of government expenditure),42.5999
360,Indonesia,2015,Expenditure by level of education: secondary (as % of government expenditure),26.9961
360,Indonesia,2015,Expenditure by level of education: tertiary (as % of government expenditure),15.8002
360,Indonesia,2015,Public expenditure on education (% of government expenditure),20.5033
360,Indonesia,2015,Public expenditure on education (% of GDP),3.5836
364,Iran (Islamic Republic of),2002,Capital expenditure as % of total expenditure in public institutions (%),8.2066
364,Iran (Islamic Republic of),2002,Expenditure by level of education: pre-primary (as % of government expenditure),0.8772
364,Iran (Islamic Republic of),2002,Expenditure by level of education: primary (as % of government expenditure),25.9467
364,Iran (Islamic Republic of),2002,Expenditure by level of education: secondary (as % of government expenditure),36.3293
364,Iran (Islamic Republic of),2002,Expenditure by level of education: tertiary (as % of government expenditure),18.4577
364,Iran (Islamic Republic of),2002,Public expenditure on education (% of government expenditure),26.3335
364,Iran (Islamic Republic of),2002,Public expenditure on education (% of GDP),4.4849
364,Iran (Islamic Republic of),2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.035
364,Iran (Islamic Republic of),2005,Expenditure by level of education: primary (as % of government expenditure),22.4395
364,Iran (Islamic Republic of),2005,Expenditure by level of education: secondary (as % of government expenditure),34.6242
364,Iran (Islamic Republic of),2005,Expenditure by level of education: tertiary (as % of government expenditure),15.3587
364,Iran (Islamic Republic of),2005,Public expenditure on education (% of government expenditure),22.322
364,Iran (Islamic Republic of),2005,Public expenditure on education (% of GDP),4.0565
364,Iran (Islamic Republic of),2010,Expenditure by level of education: pre-primary (as % of government expenditure),0.9587
364,Iran (Islamic Republic of),2010,Expenditure by level of education: primary (as % of government expenditure),24.6808
364,Iran (Islamic Republic of),2010,Expenditure by level of education: secondary (as % of government expenditure),49.1824
364,Iran (Islamic Republic of),2010,Expenditure by level of education: tertiary (as % of government expenditure),21.357
364,Iran (Islamic Republic of),2010,Public expenditure on education (% of government expenditure),18.8044
364,Iran (Islamic Republic of),2010,Public expenditure on education (% of GDP),3.7092
364,Iran (Islamic Republic of),2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.6018
364,Iran (Islamic Republic of),2017,All staff compensation as % of total expenditure in public institutions (%),76.1421
364,Iran (Islamic Republic of),2017,Capital expenditure as % of total expenditure in public institutions (%),4.2562
364,Iran (Islamic Republic of),2017,Expenditure by level of education: pre-primary (as % of government expenditure),0.3528
364,Iran (Islamic Republic of),2017,Expenditure by level of education: primary (as % of government expenditure),30.1244
364,Iran (Islamic Republic of),2017,Expenditure by level of education: secondary (as % of government expenditure),33.0383
364,Iran (Islamic Republic of),2017,Expenditure by level of education: tertiary (as % of government expenditure),32.6315
364,Iran (Islamic Republic of),2017,Public expenditure on education (% of government expenditure),20.042
364,Iran (Islamic Republic of),2017,Public expenditure on education (% of GDP),3.7904
372,Ireland,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),17.349
372,Ireland,2005,All staff compensation as % of total expenditure in public institutions (%),74.2122
372,Ireland,2005,Capital expenditure as % of total expenditure in public institutions (%),8.4389
372,Ireland,2005,Expenditure by level of education: pre-primary (as % of government expenditure),0.0608
372,Ireland,2005,Expenditure by level of education: primary (as % of government expenditure),33.6461
372,Ireland,2005,Expenditure by level of education: secondary (as % of government expenditure),34.8333
372,Ireland,2005,Expenditure by level of education: tertiary (as % of government expenditure),23.3009
372,Ireland,2005,Public expenditure on education (% of government expenditure),13.5624
372,Ireland,2005,Public expenditure on education (% of GDP),4.5221
372,Ireland,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.6642
372,Ireland,2010,All staff compensation as % of total expenditure in public institutions (%),71.6299
372,Ireland,2010,Capital expenditure as % of total expenditure in public institutions (%),8.7059
372,Ireland,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.5673
372,Ireland,2010,Expenditure by level of education: primary (as % of government expenditure),35.3453
372,Ireland,2010,Expenditure by level of education: secondary (as % of government expenditure),33.8131
372,Ireland,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.2214
372,Ireland,2010,Public expenditure on education (% of government expenditure),9.284
372,Ireland,2010,Public expenditure on education (% of GDP),6.0434
372,Ireland,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.0622
372,Ireland,2015,All staff compensation as % of total expenditure in public institutions (%),78.0507
372,Ireland,2015,Capital expenditure as % of total expenditure in public institutions (%),6.8871
372,Ireland,2015,Expenditure by level of education: pre-primary (as % of government expenditure),1.9712
372,Ireland,2015,Expenditure by level of education: primary (as % of government expenditure),36.8693
372,Ireland,2015,Expenditure by level of education: secondary (as % of government expenditure),33.2975
372,Ireland,2015,Expenditure by level of education: tertiary (as % of government expenditure),23.3454
372,Ireland,2015,Public expenditure on education (% of government expenditure),13.0293
372,Ireland,2015,Public expenditure on education (% of GDP),3.7697
376,Israel,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.1176
376,Israel,2005,All staff compensation as % of total expenditure in public institutions (%),68.751
376,Israel,2005,Capital expenditure as % of total expenditure in public institutions (%),6.1314
376,Israel,2005,Expenditure by level of education: pre-primary (as % of government expenditure),10.6946
376,Israel,2005,Expenditure by level of education: primary (as % of government expenditure),37.5044
376,Israel,2005,Expenditure by level of education: secondary (as % of government expenditure),28.9107
376,Israel,2005,Expenditure by level of education: tertiary (as % of government expenditure),16.5658
376,Israel,2005,Public expenditure on education (% of government expenditure),12.7394
376,Israel,2005,Public expenditure on education (% of GDP),5.7624
376,Israel,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.6927
376,Israel,2010,All staff compensation as % of total expenditure in public institutions (%),72.9277
376,Israel,2010,Capital expenditure as % of total expenditure in public institutions (%),8.3796
376,Israel,2010,Expenditure by level of education: pre-primary (as % of government expenditure),11.0388
376,Israel,2010,Expenditure by level of education: primary (as % of government expenditure),41.1737
376,Israel,2010,Expenditure by level of education: secondary (as % of government expenditure),25.6541
376,Israel,2010,Expenditure by level of education: tertiary (as % of government expenditure),16.8825
376,Israel,2010,Public expenditure on education (% of government expenditure),13.6107
376,Israel,2010,Public expenditure on education (% of GDP),5.5445
376,Israel,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.5302
376,Israel,2015,All staff compensation as % of total expenditure in public institutions (%),75.2984
376,Israel,2015,Capital expenditure as % of total expenditure in public institutions (%),9.1715
376,Israel,2015,Expenditure by level of education: pre-primary (as % of government expenditure),13.618
376,Israel,2015,Expenditure by level of education: primary (as % of government expenditure),38.6805
376,Israel,2015,Expenditure by level of education: secondary (as % of government expenditure),30.6261
376,Israel,2015,Expenditure by level of education: tertiary (as % of government expenditure),16.2345
376,Israel,2015,Public expenditure on education (% of government expenditure),15.044
376,Israel,2015,Public expenditure on education (% of GDP),5.8814
380,Italy,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.9104
380,Italy,2005,All staff compensation as % of total expenditure in public institutions (%),71.8955
380,Italy,2005,Capital expenditure as % of total expenditure in public institutions (%),7.1941
380,Italy,2005,Expenditure by level of education: pre-primary (as % of government expenditure),10.3339
380,Italy,2005,Expenditure by level of education: primary (as % of government expenditure),24.5795
380,Italy,2005,Expenditure by level of education: secondary (as % of government expenditure),46.5005
380,Italy,2005,Expenditure by level of education: tertiary (as % of government expenditure),17.2388
380,Italy,2005,Public expenditure on education (% of government expenditure),9.0137
380,Italy,2005,Public expenditure on education (% of GDP),4.2494
380,Italy,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.5142
380,Italy,2010,All staff compensation as % of total expenditure in public institutions (%),74.6648
380,Italy,2010,Capital expenditure as % of total expenditure in public institutions (%),4.821
380,Italy,2010,Expenditure by level of education: pre-primary (as % of government expenditure),10.0077
380,Italy,2010,Expenditure by level of education: primary (as % of government expenditure),24.978
380,Italy,2010,Expenditure by level of education: secondary (as % of government expenditure),42.9354
380,Italy,2010,Expenditure by level of education: tertiary (as % of government expenditure),18.764
380,Italy,2010,Public expenditure on education (% of government expenditure),8.724
380,Italy,2010,Public expenditure on education (% of GDP),4.3524
380,Italy,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.8567
380,Italy,2015,All staff compensation as % of total expenditure in public institutions (%),76.0541
380,Italy,2015,Capital expenditure as % of total expenditure in public institutions (%),4.9766
380,Italy,2015,Expenditure by level of education: pre-primary (as % of government expenditure),11.7236
380,Italy,2015,Expenditure by level of education: primary (as % of government expenditure),24.9722
380,Italy,2015,Expenditure by level of education: secondary (as % of government expenditure),42.743
380,Italy,2015,Expenditure by level of education: tertiary (as % of government expenditure),18.5992
380,Italy,2015,Public expenditure on education (% of government expenditure),8.113
380,Italy,2015,Public expenditure on education (% of GDP),4.0804
388,Jamaica,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),7.4529
388,Jamaica,2004,All staff compensation as % of total expenditure in public institutions (%),88.077
388,Jamaica,2004,Capital expenditure as % of total expenditure in public institutions (%),4.4701
388,Jamaica,2004,Expenditure by level of education: pre-primary (as % of government expenditure),5.582
388,Jamaica,2004,Expenditure by level of education: primary (as % of government expenditure),32.6347
388,Jamaica,2004,Expenditure by level of education: secondary (as % of government expenditure),41.9188
388,Jamaica,2004,Expenditure by level of education: tertiary (as % of government expenditure),18.8243
388,Jamaica,2004,Public expenditure on education (% of government expenditure),11.733
388,Jamaica,2004,Public expenditure on education (% of GDP),3.9126
388,Jamaica,2005,Expenditure by level of education: pre-primary (as % of government expenditure),4.8506
388,Jamaica,2005,Expenditure by level of education: primary (as % of government expenditure),34.2277
388,Jamaica,2005,Expenditure by level of education: secondary (as % of government expenditure),37.9723
388,Jamaica,2005,Expenditure by level of education: tertiary (as % of government expenditure),22.0726
388,Jamaica,2005,Public expenditure on education (% of government expenditure),14.2694
388,Jamaica,2005,Public expenditure on education (% of GDP),4.6164
388,Jamaica,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),4.9282
388,Jamaica,2008,All staff compensation as % of total expenditure in public institutions (%),85.6496
388,Jamaica,2008,Capital expenditure as % of total expenditure in public institutions (%),9.4222
388,Jamaica,2008,Expenditure by level of education: pre-primary (as % of government expenditure),5.5102
388,Jamaica,2008,Expenditure by level of education: primary (as % of government expenditure),30.2266
388,Jamaica,2008,Expenditure by level of education: secondary (as % of government expenditure),42.6324
388,Jamaica,2008,Expenditure by level of education: tertiary (as % of government expenditure),15.7121
388,Jamaica,2008,Public expenditure on education (% of government expenditure),19.1194
388,Jamaica,2008,Public expenditure on education (% of GDP),6.1913
388,Jamaica,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.9724
388,Jamaica,2009,All staff compensation as % of total expenditure in public institutions (%),93.0276
388,Jamaica,2009,Expenditure by level of education: pre-primary (as % of government expenditure),8.233
388,Jamaica,2009,Expenditure by level of education: primary (as % of government expenditure),33.2067
388,Jamaica,2009,Expenditure by level of education: secondary (as % of government expenditure),37.0522
388,Jamaica,2009,Expenditure by level of education: tertiary (as % of government expenditure),20.2747
388,Jamaica,2009,Public expenditure on education (% of government expenditure),17.5528
388,Jamaica,2009,Public expenditure on education (% of GDP),6.1985
388,Jamaica,2010,Expenditure by level of education: pre-primary (as % of government expenditure),3.9529
388,Jamaica,2010,Expenditure by level of education: primary (as % of government expenditure),36.3167
388,Jamaica,2010,Expenditure by level of education: secondary (as % of government expenditure),36.5675
388,Jamaica,2010,Expenditure by level of education: tertiary (as % of government expenditure),21.8441
388,Jamaica,2010,Public expenditure on education (% of government expenditure),16.1029
388,Jamaica,2010,Public expenditure on education (% of GDP),6.3706
388,Jamaica,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),19.6384
388,Jamaica,2017,All staff compensation as % of total expenditure in public institutions (%),77.575
388,Jamaica,2017,Capital expenditure as % of total expenditure in public institutions (%),2.7866
388,Jamaica,2017,Expenditure by level of education: pre-primary (as % of government expenditure),3.769
388,Jamaica,2017,Expenditure by level of education: primary (as % of government expenditure),37.878
388,Jamaica,2017,Expenditure by level of education: secondary (as % of government expenditure),36.2537
388,Jamaica,2017,Expenditure by level of education: tertiary (as % of government expenditure),19.2563
388,Jamaica,2017,Public expenditure on education (% of government expenditure),18.4025
388,Jamaica,2017,Public expenditure on education (% of GDP),5.2677
392,Japan,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.3926
392,Japan,2016,All staff compensation as % of total expenditure in public institutions (%),64.4848
392,Japan,2016,Capital expenditure as % of total expenditure in public institutions (%),12.1226
392,Japan,2016,Expenditure by level of education: pre-primary (as % of government expenditure),2.8077
392,Japan,2016,Expenditure by level of education: primary (as % of government expenditure),32.9934
392,Japan,2016,Expenditure by level of education: secondary (as % of government expenditure),38.7629
392,Japan,2016,Expenditure by level of education: tertiary (as % of government expenditure),18.8392
392,Japan,2016,Public expenditure on education (% of government expenditure),9.1311
392,Japan,2016,Public expenditure on education (% of GDP),3.4675
400,Jordan,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.2268
400,Jordan,2017,All staff compensation as % of total expenditure in public institutions (%),85.1394
400,Jordan,2017,Capital expenditure as % of total expenditure in public institutions (%),5.6339
400,Jordan,2017,Expenditure by level of education: pre-primary (as % of government expenditure),0.5521
400,Jordan,2017,Expenditure by level of education: primary (as % of government expenditure),43.2417
400,Jordan,2017,Expenditure by level of education: secondary (as % of government expenditure),37.6715
400,Jordan,2017,Expenditure by level of education: tertiary (as % of government expenditure),18.5348
400,Jordan,2017,Public expenditure on education (% of government expenditure),12.5294
400,Jordan,2017,Public expenditure on education (% of GDP),3.5996
398,Kazakhstan,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),40.6147
398,Kazakhstan,2005,All staff compensation as % of total expenditure in public institutions (%),53.1992
398,Kazakhstan,2005,Capital expenditure as % of total expenditure in public institutions (%),6.1861
